codigo_region,region,codigo_comuna,comuna,poblacion_2024,hogares_2024,viviendas_2024,hombres_2024,mujeres_2024,edad_0_14,edad_15_29,edad_30_44,edad_45_64,edad_65_mas,promedio_personas_hogar,viviendas_por_hogar,macrozona_rm,viviendas_particulares_ocupadas,viviendas_particulares_desocupadas,viviendas_colectivas,personas_por_vivienda,porcentaje_mujeres,porcentaje_hombres,porcentaje_adultos_mayores,porcentaje_menores_15,comuna_norm
14,Los Ríos,14201,La Union,38907,14616,17181,18865,20042,6718,7383,8005,10300,6501,2.6619,1.1755,,15358,1823,0,2.2645,51.5126,48.4874,16.7091,17.2668,LA UNION
14,Los Ríos,14202,Futrono,15635,5763,7932,7615,8020,3136,2868,3213,4141,2277,2.713,1.3764,,5876,2056,0,1.9711,51.2952,48.7048,14.5635,20.0576,FUTRONO
14,Los Ríos,14203,Lago Ranco,10527,4090,6248,5181,5346,1902,1766,2084,2950,1825,2.5738,1.5276,,4533,1715,0,1.6849,50.7837,49.2163,17.3364,18.0678,LAGO RANCO
14,Los Ríos,14204,Rio Bueno,33363,12942,16369,16232,17131,5622,6190,6502,9208,5841,2.5779,1.2648,,13654,2715,0,2.0382,51.3473,48.6527,17.5074,16.851,RIO BUENO
15,Arica y Parinacota,15101,Arica,241653,80658,86173,118844,122809,47551,54136,54900,54430,30636,2.996,1.0684,,77918,8255,0,2.8043,50.8204,49.1796,12.6777,19.6774,ARICA
15,Arica y Parinacota,15102,Camarones,861,437,1035,430,431,0,0,0,0,0,1.9703,2.3684,,433,602,0,0.8319,50.0581,49.9419,0.0,0.0,CAMARONES
15,Arica y Parinacota,15201,Putre,1547,621,1853,846,701,0,0,0,0,0,2.4911,2.9839,,701,1152,0,0.8349,45.3135,54.6865,0.0,0.0,PUTRE
15,Arica y Parinacota,15202,General Lagos,508,227,624,261,247,0,0,0,0,0,2.2379,2.7489,,224,400,0,0.8141,48.622,51.378,0.0,0.0,GENERAL LAGOS
16,Ñuble,16101,Chillan,190382,70266,81247,89482,100900,33121,38278,41623,48544,28816,2.7094,1.1563,,71676,9571,0,2.3432,52.9987,47.0013,15.1359,17.3971,CHILLAN
16,Ñuble,16102,Bulnes,23863,8775,10531,11472,12391,4139,4357,4656,6598,4113,2.7194,1.2001,,8953,1578,0,2.266,51.9256,48.0744,17.2359,17.3448,BULNES
16,Ñuble,16103,Chillan Viejo,32688,11764,13043,15486,17202,6012,6931,6975,8635,4135,2.7786,1.1087,,12090,953,0,2.5062,52.6248,47.3752,12.6499,18.3921,CHILLAN VIEJO
16,Ñuble,16104,El Carmen,13186,5014,6212,6548,6638,2195,2411,2514,3773,2293,2.6298,1.2389,,5095,1117,0,2.1227,50.3413,49.6587,17.3897,16.6464,EL CARMEN
16,Ñuble,16105,Pemuco,8930,3245,4204,4416,4514,1517,1719,1671,2520,1503,2.7519,1.2955,,3326,878,0,2.1242,50.5487,49.4513,16.8309,16.9877,PEMUCO
16,Ñuble,16106,Pinto,12502,4783,7664,6120,6382,2006,2174,2526,3559,2237,2.6138,1.6023,,4789,2875,0,1.6313,51.0478,48.9522,17.8931,16.0454,PINTO
16,Ñuble,16107,Quillon,19165,7533,13493,9375,9790,3012,3173,3635,5292,4053,2.5441,1.7912,,8243,5250,0,1.4204,51.0827,48.9173,21.1479,15.7161,QUILLON
16,Ñuble,16108,San Ignacio,17405,6621,7990,8556,8849,2792,3079,3346,5018,3170,2.6288,1.2068,,6876,1114,0,2.1783,50.8417,49.1583,18.2132,16.0414,SAN IGNACIO
16,Ñuble,16109,Yungay,18680,7316,10342,9232,9448,3065,3247,3707,5292,3369,2.5533,1.4136,,7904,2438,0,1.8062,50.5782,49.4218,18.0353,16.4079,YUNGAY
16,Ñuble,16201,Quirihue,11746,4650,5630,5685,6061,1915,2037,2379,3188,2227,2.526,1.2108,,4638,992,0,2.0863,51.6005,48.3995,18.9596,16.3034,QUIRIHUE
16,Ñuble,16202,Cobquecura,5495,2312,3898,2693,2802,0,0,0,0,0,2.3767,1.686,,2339,1559,0,1.4097,50.9918,49.0082,0.0,0.0,COBQUECURA
16,Ñuble,16203,Coelemu,15895,5642,7089,7760,8135,2697,2915,3023,4304,2956,2.8173,1.2565,,5904,1185,0,2.2422,51.1796,48.8204,18.597,16.9676,COELEMU
16,Ñuble,16204,Ninhue,5763,2309,2908,2831,2932,0,0,0,0,0,2.4959,1.2594,,2313,595,0,1.9818,50.8763,49.1237,0.0,0.0,NINHUE
16,Ñuble,16205,Portezuelo,5203,2047,2700,2588,2615,0,0,0,0,0,2.5418,1.319,,2057,643,0,1.927,50.2595,49.7405,0.0,0.0,PORTEZUELO
16,Ñuble,16206,Ranquil,6508,2618,3563,3197,3311,1049,964,1138,1873,1484,2.4859,1.361,,2787,776,0,1.8266,50.8758,49.1242,22.8027,16.1186,RANQUIL
16,Ñuble,16207,Trehuaco,6124,2336,3053,3069,3055,945,1092,1173,1742,1172,2.6216,1.3069,,2395,658,0,2.0059,49.8857,50.1143,19.1378,15.4311,TREHUACO
16,Ñuble,16301,San Carlos,55847,20691,23913,26745,29102,9506,10563,11136,15133,9509,2.6991,1.1557,,21485,2428,0,2.3354,52.1102,47.8898,17.0269,17.0215,SAN CARLOS
16,Ñuble,16302,Coihueco,29766,10473,12134,14681,15085,5492,5949,6071,8021,4233,2.8422,1.1586,,10793,1341,0,2.4531,50.6786,49.3214,14.2209,18.4506,COIHUECO
16,Ñuble,16303,Niquen,12797,4921,6008,6416,6381,1976,2070,2197,3773,2781,2.6005,1.2209,,5023,985,0,2.13,49.8632,50.1368,21.7317,15.4411,NIQUEN
16,Ñuble,16304,San Fabian,5245,2023,3137,2569,2676,0,0,0,0,0,2.5927,1.5507,,2065,1072,0,1.672,51.02,48.98,0.0,0.0,SAN FABIAN
16,Ñuble,16305,San Nicolas,15099,5445,6329,7516,7583,2588,2697,2969,4264,2581,2.773,1.1624,,5461,868,0,2.3857,50.2219,49.7781,17.0938,17.1402,SAN NICOLAS
2,Antofagasta,2101,Antofagasta,401096,135023,140680,197979,203117,75810,95269,100786,90172,39059,2.9706,1.0419,,131910,8770,0,2.8511,50.6405,49.3595,9.7381,18.9007,ANTOFAGASTA
2,Antofagasta,2102,Mejillones,14084,4774,5823,7021,7063,3346,3344,3451,2830,1113,2.9501,1.2197,,5130,693,0,2.4187,50.1491,49.8509,7.9026,23.7575,MEJILLONES
2,Antofagasta,2103,Sierra Gorda,1472,487,734,707,765,0,0,0,0,0,3.0226,1.5072,,507,227,0,2.0054,51.9701,48.0299,0.0,0.0,SIERRA GORDA
2,Antofagasta,2104,Taltal,12097,4129,5339,6063,6034,2403,2550,2674,2898,1572,2.9298,1.293,,4350,989,0,2.2658,49.8801,50.1199,12.995,19.8644,TALTAL
2,Antofagasta,2201,Calama,166334,56541,61290,82269,84065,34790,36668,41939,37893,15044,2.9418,1.084,,55553,5737,0,2.7139,50.5399,49.4601,9.0445,20.9157,CALAMA
2,Antofagasta,2202,Ollague,256,102,438,122,134,0,0,0,0,0,2.5098,4.2941,,92,346,0,0.5845,52.3438,47.6562,0.0,0.0,OLLAGUE
2,Antofagasta,2203,San Pedro De Atacama,9843,3919,5072,4768,5075,2058,2084,2797,2065,839,2.5116,1.2942,,4190,882,0,1.9407,51.5595,48.4405,8.5238,20.9083,SAN PEDRO DE ATACAMA
2,Antofagasta,2301,Tocopilla,25400,8811,11991,12589,12811,5182,5243,5661,5959,3355,2.8828,1.3609,,9154,2837,0,2.1183,50.437,49.563,13.2087,20.4016,TOCOPILLA
2,Antofagasta,2302,Maria Elena,4834,1649,1939,2477,2357,0,0,0,0,0,2.9315,1.1759,,1677,262,0,2.493,48.7588,51.2412,0.0,0.0,MARIA ELENA
3,Atacama,3101,Copiapo,168831,57356,64740,83536,85295,33541,37950,39999,38660,18681,2.9436,1.1287,,57572,7168,0,2.6078,50.5209,49.4791,11.0649,19.8666,COPIAPO
3,Atacama,3102,Caldera,18805,6984,18161,9396,9409,3620,3850,4035,4592,2708,2.6926,2.6004,,7358,10803,0,1.0355,50.0346,49.9654,14.4004,19.2502,CALDERA
3,Atacama,3103,Tierra Amarilla,11846,3889,4659,6070,5776,2456,2682,2458,2896,1354,3.046,1.198,,3910,749,0,2.5426,48.7591,51.2409,11.43,20.7327,TIERRA AMARILLA
3,Atacama,3201,Chanaral,12345,4415,7261,6219,6126,2506,2485,2520,2990,1844,2.7961,1.6446,,4863,2398,0,1.7002,49.6233,50.3767,14.9372,20.2997,CHANARAL
3,Atacama,3202,Diego De Almagro,11397,4168,6809,5672,5725,2412,2267,2615,2931,1172,2.7344,1.6336,,4345,2464,0,1.6738,50.2325,49.7675,10.2834,21.1635,DIEGO DE ALMAGRO
3,Atacama,3301,Vallenar,54222,18778,23540,26541,27681,10541,10463,11732,13436,8050,2.8875,1.2536,,18877,4663,0,2.3034,51.0512,48.9488,14.8464,19.4404,VALLENAR
3,Atacama,3302,Alto Del Carmen,4788,1922,3164,2454,2334,0,0,0,0,0,2.4912,1.6462,,1943,1221,0,1.5133,48.7469,51.2531,0.0,0.0,ALTO DEL CARMEN
3,Atacama,3303,Freirina,7577,2736,4398,3743,3834,1489,1368,1564,1973,1183,2.7694,1.6075,,2898,1500,0,1.7228,50.6005,49.3995,15.613,19.6516,FREIRINA
3,Atacama,3304,Huasco,9369,3491,7377,4632,4737,1750,1708,1962,2317,1632,2.6838,2.1131,,4272,3105,0,1.27,50.5604,49.4396,17.4191,18.6786,HUASCO
4,Coquimbo,4101,La Serena,250141,86795,109766,120407,129734,45405,56319,56641,58709,33067,2.882,1.2647,,87698,22068,0,2.2789,51.8643,48.1357,13.2193,18.1518,LA SERENA
4,Coquimbo,4102,Coquimbo,263719,90296,113426,127926,135793,50870,56544,59770,62085,34450,2.9206,1.2562,,90484,22942,0,2.325,51.4915,48.5085,13.0631,19.2895,COQUIMBO
4,Coquimbo,4103,Andacollo,11566,4067,5129,5800,5766,2103,2194,2254,3062,1953,2.8439,1.2611,,4308,821,0,2.255,49.853,50.147,16.8857,18.1826,ANDACOLLO
4,Coquimbo,4104,La Higuera,4335,1626,3214,2299,2036,0,0,0,0,0,2.6661,1.9766,,1830,1384,0,1.3488,46.9666,53.0334,0.0,0.0,LA HIGUERA
4,Coquimbo,4105,Paihuano,4649,1870,2896,2310,2339,0,0,0,0,0,2.4861,1.5487,,2076,820,0,1.6053,50.3119,49.6881,0.0,0.0,PAIHUANO
4,Coquimbo,4106,Vicuna,28047,9842,12060,13738,14309,5152,5623,5737,7151,4384,2.8497,1.2254,,10337,1723,0,2.3256,51.0179,48.9821,15.6309,18.3692,VICUNA
4,Coquimbo,4201,Illapel,32009,11593,14216,15548,16461,5788,5807,6769,8188,5457,2.7611,1.2263,,12109,2107,0,2.2516,51.4262,48.5738,17.0483,18.0824,ILLAPEL
4,Coquimbo,4202,Canela,9639,3779,5779,4869,4770,1455,1534,1738,2653,2259,2.5507,1.5292,,4173,1606,0,1.6679,49.4865,50.5135,23.436,15.0949,CANELA
4,Coquimbo,4203,Los Vilos,22879,8543,14236,11281,11598,4400,4237,4858,5700,3684,2.6781,1.6664,,9146,5090,0,1.6071,50.6928,49.3072,16.1021,19.2316,LOS VILOS
4,Coquimbo,4204,Salamanca,27823,10058,12158,13772,14051,5127,4982,5955,7319,4440,2.7663,1.2088,,10244,1914,0,2.2885,50.5014,49.4986,15.958,18.4272,SALAMANCA
4,Coquimbo,4301,Ovalle,118696,42363,49869,57311,61385,22295,23793,26301,28950,17357,2.8019,1.1772,,42927,6942,0,2.3802,51.7161,48.2839,14.6231,18.7833,OVALLE
4,Coquimbo,4302,Combarbala,12954,5256,7650,6305,6649,1967,2052,2225,3792,2918,2.4646,1.4555,,5608,2042,0,1.6933,51.3278,48.6722,22.5259,15.1845,COMBARBALA
4,Coquimbo,4303,Monte Patria,29997,11220,14475,14703,15294,5450,5631,5805,8070,5041,2.6735,1.2901,,11426,3049,0,2.0723,50.9851,49.0149,16.805,18.1685,MONTE PATRIA
4,Coquimbo,4304,Punitaqui,12076,4463,5891,5975,6101,2270,2288,2334,3055,2129,2.7058,1.32,,4645,1246,0,2.0499,50.5217,49.4783,17.63,18.7976,PUNITAQUI
4,Coquimbo,4305,Rio Hurtado,4334,1882,2913,2153,2181,0,0,0,0,0,2.3029,1.5478,,1880,1033,0,1.4878,50.323,49.677,0.0,0.0,RIO HURTADO
5,Valparaíso,5101,Valparaiso,284938,109579,132788,138494,146444,44277,63035,62234,68854,46538,2.6003,1.2118,,115192,17596,0,2.1458,51.395,48.605,16.3327,15.5392,VALPARAISO
5,Valparaíso,5102,Casablanca,29876,10603,14008,14582,15294,5399,5984,6454,7627,4412,2.8177,1.3211,,11097,2911,0,2.1328,51.1916,48.8084,14.7677,18.0714,CASABLANCA
5,Valparaíso,5103,Concon,48294,18259,26984,23153,25141,7853,9748,10937,12386,7370,2.6449,1.4778,,19272,7712,0,1.7897,52.0582,47.9418,15.2607,16.2608,CONCON
5,Valparaíso,5104,Juan Fernandez,904,376,472,458,446,0,0,0,0,0,2.4043,1.2553,,396,76,0,1.9153,49.3363,50.6637,0.0,0.0,JUAN FERNANDEZ
5,Valparaíso,5105,Puchuncavi,22539,8504,21161,11156,11383,3943,3976,4721,5821,4078,2.6504,2.4884,,9049,12112,0,1.0651,50.5036,49.4964,18.0931,17.4941,PUCHUNCAVI
5,Valparaíso,5107,Quintero,35754,13113,19738,17507,18247,6672,6875,7429,8955,5823,2.7266,1.5052,,13703,6035,0,1.8114,51.0348,48.9652,16.2863,18.6608,QUINTERO
5,Valparaíso,5109,Vina Del Mar,334871,132347,163891,158878,175993,49154,74711,72705,78914,59387,2.5303,1.2383,,133532,30359,0,2.0433,52.5555,47.4445,17.7343,14.6785,VINA DEL MAR
5,Valparaíso,5201,Isla De Pascua,4800,2077,3115,2351,2449,0,0,0,0,0,2.311,1.4998,,2360,755,0,1.5409,51.0208,48.9792,0.0,0.0,ISLA DE PASCUA
5,Valparaíso,5301,Los Andes,63440,23192,26142,30469,32971,11610,12623,14190,15256,9761,2.7354,1.1272,,24247,1895,0,2.4267,51.9719,48.0281,15.3862,18.3008,LOS ANDES
5,Valparaíso,5302,Calle Larga,16597,5769,6204,8139,8458,3392,3119,3815,4076,2195,2.8769,1.0754,,5839,365,0,2.6752,50.961,49.039,13.2253,20.4374,CALLE LARGA
5,Valparaíso,5303,Rinconada,11855,4046,4728,5851,6004,2499,2160,2633,2989,1574,2.9301,1.1686,,4120,608,0,2.5074,50.6453,49.3547,13.2771,21.0797,RINCONADA
5,Valparaíso,5304,San Esteban,20112,7132,8218,9835,10277,3826,3829,4332,5241,2884,2.82,1.1523,,7187,1031,0,2.4473,51.0988,48.9012,14.3397,19.0235,SAN ESTEBAN
5,Valparaíso,5401,La Ligua,39270,14322,24098,19171,20099,6808,7323,8196,10377,6566,2.7419,1.6826,,14683,9415,0,1.6296,51.1816,48.8184,16.7201,17.3364,LA LIGUA
5,Valparaíso,5402,Cabildo,20015,6779,7339,9860,10155,3629,4074,4103,5009,3200,2.9525,1.0826,,6733,606,0,2.7272,50.7369,49.2631,15.988,18.1314,CABILDO
5,Valparaíso,5403,Papudo,7561,2715,8022,3766,3795,1334,1331,1568,2004,1324,2.7849,2.9547,,2757,5265,0,0.9425,50.1918,49.8082,17.5109,17.6432,PAPUDO
5,Valparaíso,5404,Petorca,10206,3820,5037,5030,5176,1656,1845,2069,2790,1846,2.6717,1.3186,,4018,1019,0,2.0262,50.7153,49.2847,18.0874,16.2257,PETORCA
5,Valparaíso,5405,Zapallar,7980,2815,8100,3902,4078,1501,1246,1744,2016,1473,2.8348,2.8774,,2939,5161,0,0.9852,51.1028,48.8972,18.4586,18.8095,ZAPALLAR
5,Valparaíso,5501,Quillota,96753,33899,37358,46621,50132,17090,19730,21602,22938,15393,2.8542,1.102,,34987,2371,0,2.5899,51.8144,48.1856,15.9096,17.6635,QUILLOTA
5,Valparaíso,5502,Calera,50631,17536,19744,24513,26118,9069,10624,10537,12275,8126,2.8873,1.1259,,18472,1272,0,2.5644,51.585,48.415,16.0495,17.912,CALERA
5,Valparaíso,5503,Hijuelas,19286,6682,7376,9518,9768,3588,3936,4080,4932,2750,2.8863,1.1039,,6782,594,0,2.6147,50.6481,49.3519,14.259,18.6042,HIJUELAS
5,Valparaíso,5504,La Cruz,24939,8582,9860,11993,12946,5036,4710,6343,5794,3056,2.906,1.1489,,8931,929,0,2.5293,51.9107,48.0893,12.2539,20.1933,LA CRUZ
5,Valparaíso,5506,Nogales,22136,7534,8403,10849,11287,3843,4576,4124,5852,3741,2.9381,1.1153,,7878,525,0,2.6343,50.9893,49.0107,16.9001,17.3609,NOGALES
5,Valparaíso,5601,San Antonio,96770,34941,41029,46972,49798,17827,19446,21095,23819,14583,2.7695,1.1742,,36374,4655,0,2.3586,51.4602,48.5398,15.0698,18.422,SAN ANTONIO
5,Valparaíso,5602,Algarrobo,16076,6448,21335,7673,8403,2416,2249,3084,4315,4012,2.4932,3.3088,,7044,14291,0,0.7535,52.2705,47.7295,24.9565,15.0286,ALGARROBO
5,Valparaíso,5603,Cartagena,24599,9318,18256,12043,12556,4318,4334,4727,6162,5058,2.6399,1.9592,,9629,8627,0,1.3474,51.0427,48.9573,20.5618,17.5536,CARTAGENA
5,Valparaíso,5604,El Quisco,18971,7727,18725,9088,9883,2925,2868,3647,4766,4765,2.4552,2.4233,,8453,10272,0,1.0131,52.0953,47.9047,25.1173,15.4183,EL QUISCO
5,Valparaíso,5605,El Tabo,16260,6787,25148,7915,8345,2406,2237,3007,4327,4283,2.3958,3.7053,,7580,17568,0,0.6466,51.3223,48.6777,26.3407,14.797,EL TABO
5,Valparaíso,5606,Santo Domingo,13171,4663,8895,6437,6734,2382,2007,2802,3506,2474,2.8246,1.9076,,5086,3809,0,1.4807,51.1275,48.8725,18.7837,18.0852,SANTO DOMINGO
5,Valparaíso,5701,San Felipe,80413,29681,31757,38921,41492,14984,16801,18481,18939,11208,2.7092,1.0699,,29873,1884,0,2.5321,51.5986,48.4014,13.938,18.6338,SAN FELIPE
5,Valparaíso,5702,Catemu,13760,4928,5608,6728,7032,2445,2598,2808,3617,2292,2.7922,1.138,,5061,547,0,2.4536,51.1047,48.8953,16.657,17.7689,CATEMU
5,Valparaíso,5703,Llaillay,25484,8937,10458,12538,12946,4982,4812,5448,6370,3872,2.8515,1.1702,,9344,1114,0,2.4368,50.8005,49.1995,15.1938,19.5495,LLAILLAY
5,Valparaíso,5704,Panquehue,7269,2442,2863,3582,3687,1313,1436,1497,1922,1101,2.9767,1.1724,,2536,327,0,2.5389,50.7222,49.2778,15.1465,18.063,PANQUEHUE
5,Valparaíso,5705,Putaendo,17336,6049,6746,8531,8805,3052,3258,3457,4517,3052,2.8659,1.1152,,6121,625,0,2.5698,50.7903,49.2097,17.605,17.605,PUTAENDO
5,Valparaíso,5706,Santa Maria,15134,5362,6090,7325,7809,2713,2977,3069,3909,2466,2.8225,1.1358,,5475,615,0,2.4851,51.599,48.401,16.2944,17.9265,SANTA MARIA
5,Valparaíso,5801,Quilpue,162559,59724,66244,77149,85410,25457,32846,34262,41279,28715,2.7218,1.1092,,62234,4010,0,2.4539,52.5409,47.4591,17.6644,15.6602,QUILPUE
5,Valparaíso,5802,Limache,56145,19916,24799,27348,28797,10301,10970,12223,13806,8845,2.8191,1.2452,,20809,3990,0,2.264,51.2904,48.7096,15.7539,18.3471,LIMACHE
5,Valparaíso,5803,Olmue,19778,7450,10530,9668,10110,3338,3604,3967,5031,3838,2.6548,1.4134,,7884,2646,0,1.8783,51.1174,48.8826,19.4054,16.8773,OLMUE
5,Valparaíso,5804,Villa Alemana,139571,50084,55321,65629,73942,24469,28376,31299,33676,21751,2.7867,1.1046,,51516,3805,0,2.5229,52.9781,47.0219,15.5842,17.5316,VILLA ALEMANA
6,Libertador General Bernardo O'Higgins,6101,Rancagua,257744,92917,100895,125172,132572,45782,54852,59546,61701,35863,2.7739,1.0859,,93905,6990,0,2.5546,51.4355,48.5645,13.9142,17.7626,RANCAGUA
6,Libertador General Bernardo O'Higgins,6102,Codegua,13955,4660,5182,6885,7070,2515,2768,2885,3773,2014,2.9946,1.112,,4773,409,0,2.693,50.6628,49.3372,14.4321,18.0222,CODEGUA
6,Libertador General Bernardo O'Higgins,6103,Coinco,7916,2796,3386,3906,4010,1333,1490,1559,2087,1447,2.8312,1.211,,2914,472,0,2.3379,50.6569,49.3431,18.2794,16.8393,COINCO
6,Libertador General Bernardo O'Higgins,6104,Coltauco,21373,7553,8586,10653,10720,3867,4150,4423,5487,3446,2.8297,1.1368,,7672,914,0,2.4893,50.1567,49.8433,16.1231,18.0929,COLTAUCO
6,Libertador General Bernardo O'Higgins,6105,Donihue,21925,7708,8384,10706,11219,4064,4337,4734,5469,3321,2.8444,1.0877,,7838,546,0,2.6151,51.1699,48.8301,15.1471,18.5359,DONIHUE
6,Libertador General Bernardo O'Higgins,6106,Graneros,35938,12187,13041,17613,18325,7131,7944,7934,8553,4376,2.9489,1.0701,,12273,768,0,2.7558,50.9906,49.0094,12.1765,19.8425,GRANEROS
6,Libertador General Bernardo O'Higgins,6107,Las Cabras,27554,9846,14775,13900,13654,4932,5044,5779,7332,4467,2.7985,1.5006,,10050,4725,0,1.8649,49.5536,50.4464,16.2118,17.8994,LAS CABRAS
6,Libertador General Bernardo O'Higgins,6108,Machali,60875,20491,22688,29507,31368,12811,11151,14873,15325,6715,2.9708,1.1072,,20993,1695,0,2.6831,51.5285,48.4715,11.0308,21.0448,MACHALI
6,Libertador General Bernardo O'Higgins,6109,Malloa,13882,4937,5741,6950,6932,2348,2486,2823,3797,2428,2.8118,1.1629,,4975,766,0,2.418,49.9352,50.0648,17.4903,16.914,MALLOA
6,Libertador General Bernardo O'Higgins,6110,Mostazal,27394,9140,10162,13521,13873,5128,5688,5563,7055,3960,2.9972,1.1118,,9297,865,0,2.6957,50.6425,49.3575,14.4557,18.7194,MOSTAZAL
6,Libertador General Bernardo O'Higgins,6111,Olivar,13901,4713,5250,6870,7031,2478,2775,2875,3692,2081,2.9495,1.1139,,4874,376,0,2.6478,50.5791,49.4209,14.9701,17.8261,OLIVAR
6,Libertador General Bernardo O'Higgins,6112,Peumo,14243,4867,5305,7115,7128,2433,2600,2953,3897,2360,2.9264,1.09,,4932,373,0,2.6848,50.0456,49.9544,16.5695,17.0821,PEUMO
6,Libertador General Bernardo O'Higgins,6113,Pichidegua,20363,7253,7994,10152,10211,3458,3595,3953,5643,3714,2.8075,1.1022,,7301,693,0,2.5473,50.1449,49.8551,18.239,16.9818,PICHIDEGUA
6,Libertador General Bernardo O'Higgins,6114,Quinta De Tilcoco,13558,4856,5254,6648,6910,2283,2432,2934,3702,2207,2.792,1.082,,4807,447,0,2.5805,50.9662,49.0338,16.2782,16.8388,QUINTA DE TILCOCO
6,Libertador General Bernardo O'Higgins,6115,Rengo,63620,22445,25231,30925,32695,12203,12784,14456,15381,8796,2.8345,1.1241,,23556,1675,0,2.5215,51.3911,48.6089,13.8258,19.1811,RENGO
6,Libertador General Bernardo O'Higgins,6116,Requinoa,29508,9858,10515,14588,14920,5620,5871,6284,7855,3878,2.9933,1.0666,,9932,583,0,2.8063,50.5626,49.4374,13.1422,19.0457,REQUINOA
6,Libertador General Bernardo O'Higgins,6117,San Vicente,49559,17860,19297,24340,25219,8485,8889,10258,13395,8532,2.7749,1.0805,,17770,1527,0,2.5682,50.8868,49.1132,17.2158,17.121,SAN VICENTE
6,Libertador General Bernardo O'Higgins,6201,Pichilemu,19847,7752,15015,9744,10103,3565,3132,4737,5149,3264,2.5602,1.9369,,8228,6787,0,1.3218,50.9044,49.0956,16.4458,17.9624,PICHILEMU
6,Libertador General Bernardo O'Higgins,6202,La Estrella,4609,1814,3678,2343,2266,0,0,0,0,0,2.5408,2.0276,,1815,1863,0,1.2531,49.1647,50.8353,0.0,0.0,LA ESTRELLA
6,Libertador General Bernardo O'Higgins,6203,Litueche,8852,3410,5461,4443,4409,1543,1435,1798,2399,1677,2.5959,1.6015,,3596,1865,0,1.6209,49.808,50.192,18.9449,17.4311,LITUECHE
6,Libertador General Bernardo O'Higgins,6204,Marchihue,8715,3307,5071,4347,4368,1387,1425,1716,2523,1664,2.6353,1.5334,,3377,1694,0,1.7186,50.1205,49.8795,19.0935,15.9151,MARCHIHUE
6,Libertador General Bernardo O'Higgins,6205,Navidad,8885,3678,6601,4521,4364,1467,1278,1848,2330,1962,2.4157,1.7947,,3675,2926,0,1.346,49.1165,50.8835,22.0822,16.511,NAVIDAD
6,Libertador General Bernardo O'Higgins,6206,Paredones,7228,2857,5686,3667,3561,1081,1080,1290,2193,1584,2.5299,1.9902,,2968,2718,0,1.2712,49.2667,50.7333,21.9148,14.9557,PAREDONES
6,Libertador General Bernardo O'Higgins,6301,San Fernando,75585,27372,31482,36247,39338,14159,14478,16619,19153,11176,2.7614,1.1502,,28464,3018,0,2.4009,52.0447,47.9553,14.786,18.7326,SAN FERNANDO
6,Libertador General Bernardo O'Higgins,6302,Chepica,15668,5533,5963,7737,7931,2565,2777,3193,4237,2896,2.8317,1.0777,,5468,495,0,2.6275,50.6191,49.3809,18.4835,16.3709,CHEPICA
6,Libertador General Bernardo O'Higgins,6303,Chimbarongo,37258,13280,14250,18467,18791,6597,7098,7587,10305,5671,2.8056,1.073,,13374,876,0,2.6146,50.4348,49.5652,15.2209,17.7063,CHIMBARONGO
6,Libertador General Bernardo O'Higgins,6304,Lolol,7791,2898,3719,3926,3865,1243,1335,1514,2197,1502,2.6884,1.2833,,2896,823,0,2.0949,49.6085,50.3915,19.2787,15.9543,LOLOL
6,Libertador General Bernardo O'Higgins,6305,Nancagua,18723,6523,7112,9222,9501,3295,3699,3980,4894,2855,2.8703,1.0903,,6511,601,0,2.6326,50.7451,49.2549,15.2486,17.5987,NANCAGUA
6,Libertador General Bernardo O'Higgins,6306,Palmilla,13060,4455,5132,6547,6513,2159,2259,2722,3689,2231,2.9315,1.152,,4547,585,0,2.5448,49.8698,50.1302,17.0827,16.5314,PALMILLA
6,Libertador General Bernardo O'Higgins,6307,Peralillo,12493,4486,5159,6211,6282,2048,2150,2579,3563,2153,2.7849,1.15,,4481,678,0,2.4216,50.2842,49.7158,17.2337,16.3932,PERALILLO
6,Libertador General Bernardo O'Higgins,6308,Placilla,9438,3288,3759,4739,4699,1639,1786,1935,2525,1553,2.8704,1.1432,,3424,335,0,2.5108,49.7881,50.2119,16.4548,17.366,PLACILLA
6,Libertador General Bernardo O'Higgins,6309,Pumanque,4559,1777,2567,2299,2260,0,0,0,0,0,2.5656,1.4446,,1864,703,0,1.776,49.5723,50.4277,0.0,0.0,PUMANQUE
6,Libertador General Bernardo O'Higgins,6310,Santa Cruz,41209,14864,16477,20037,21172,7301,7532,9267,10670,6439,2.7724,1.1085,,15027,1450,0,2.501,51.3771,48.6229,15.6252,17.717,SANTA CRUZ
7,Maule,7101,Talca,232131,85310,95719,110996,121135,40405,51670,50575,55438,34043,2.721,1.122,,85545,10174,0,2.4251,52.1839,47.8161,14.6654,17.4061,TALCA
7,Maule,7102,Constitucion,47004,17599,23445,23154,23850,8982,9012,10227,12200,6583,2.6708,1.3322,,18392,5053,0,2.0049,50.7404,49.2596,14.0052,19.109,CONSTITUCION
7,Maule,7103,Curepto,9519,3791,5199,4876,4643,1240,1545,1609,2844,2281,2.5109,1.3714,,3812,1387,0,1.8309,48.7761,51.2239,23.9626,13.0266,CUREPTO
7,Maule,7104,Empedrado,3990,1464,1892,2046,1944,0,0,0,0,0,2.7254,1.2923,,1484,408,0,2.1089,48.7218,51.2782,0.0,0.0,EMPEDRADO
